,Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,cluster
0,01-MFCC.csv,5.611361,4.1670003,4.2418137,5.075854,3.481334,6.75064,8.359285,4.075851,2.8823729,3.7719235,5.6804667,2.1844034,5.5219936,4.553617,3.1952133,6.385489,4.833911,4.4722977,2
1,02-MFCC.csv,5.8056874,4.2260327,4.2982664,4.7919855,3.3702035,6.918519,8.60756,4.1951084,3.0953982,4.020623,5.8550835,1.9361461,5.3440423,4.6244106,3.2375598,6.4496017,5.112874,4.507716,2
2,03-MFCC.csv,4.5019946,4.333633,6.083543,5.2382474,4.056712,6.738822,8.564421,3.7584162,3.1556287,4.001067,5.5490055,3.03597,6.506681,4.081966,4.377275,6.930664,5.4875555,4.1483445,0
3,04-MFCC.csv,3.9330597,4.5478063,6.4587197,5.4509783,4.01923,6.2095623,9.021403,3.9987378,3.2273493,3.662599,5.163182,3.899648,7.062221,4.276542,4.645159,6.6172423,4.6855073,4.160231,4
4,05-MFCC.csv,5.5626216,4.58563,4.139393,5.192532,3.4813225,6.270617,8.808742,4.7670975,3.348774,3.6475134,5.1277146,2.5205338,5.7695074,5.132971,2.9002557,5.7969227,3.7677052,4.933443,1
5,06-MFCC.csv,3.8091524,4.4929314,6.4943533,5.6731896,4.1280856,6.192511,8.850661,3.977372,3.2224674,3.627958,5.0383115,3.95809,7.1391883,4.2269754,4.684418,6.7327695,4.7604566,4.2974534,5
6,07-MFCC.csv,4.0919814,4.5792646,5.8614097,5.6105695,4.0104284,6.024223,8.9137335,4.0874968,2.8678544,3.487463,5.1447635,3.8249435,6.858096,4.4675193,4.5228305,6.5966544,4.4337177,4.267277,4
7,08-MFCC.csv,4.63812,4.286317,5.553884,5.2796454,3.9473352,6.6809382,8.372525,3.6378052,2.7096987,3.794411,5.623838,2.9073212,6.291665,4.1852264,4.1755643,6.884286,5.2191343,4.049596,0
8,09-MFCC.csv,5.745159,4.339845,3.946452,5.1859136,3.241565,6.4580364,8.759774,4.903291,3.5227609,3.7816873,5.142816,2.3848305,5.6767373,5.0098796,2.7647252,5.917642,3.908626,5.1026616,1
9,10-MFCC.csv,4.039058,4.5017195,6.2567534,5.7268786,3.9680436,6.118329,8.849863,4.268634,3.764017,3.837089,4.7455063,3.7505646,7.046148,4.46978,4.117838,6.416962,4.200515,4.703741,5
10,100-MFCC.csv,5.8238435,4.341361,3.8636951,5.149918,3.2164872,6.4435806,8.741318,4.8800673,3.5034556,3.7356038,5.1790433,2.3455837,5.615707,5.0372434,2.696873,5.8786063,3.8630311,5.091614,1
11,101-MFCC.csv,4.1544585,4.5793886,5.7326703,5.6144943,4.0009007,5.9754567,8.897188,4.1024766,2.807911,3.3944526,5.142668,3.813972,6.777113,4.5035934,4.5079064,6.511205,4.404685,4.2461314,4
12,102-MFCC.csv,3.5360174,4.418427,7.0233655,5.8403883,4.193303,6.1703367,8.915246,3.9525447,3.7448254,3.736402,4.7263103,4.311165,7.4193206,4.109936,4.714579,6.71122,4.2121606,4.396324,5
13,103-MFCC.csv,4.57696,4.3482704,6.0188465,5.176142,4.07518,6.7642736,8.526405,3.7059987,3.078191,3.9733734,5.627641,2.9538584,6.4201126,4.0819807,4.362442,6.8990593,5.562735,4.0908923,0
14,104-MFCC.csv,4.2110043,4.7077827,6.071003,5.361607,4.049939,6.323099,8.894784,3.9045358,2.809166,3.8381808,5.4396424,3.4960375,6.821653,4.41316,4.4440885,6.965987,4.517294,4.123043,4
15,105-MFCC.csv,3.5068672,4.426895,7.082941,5.870636,4.177224,6.2138834,8.9222975,3.9693964,3.748551,3.7779431,4.7549114,4.342404,7.460525,4.0708184,4.738564,6.781668,4.3388495,4.43555,5
16,106-MFCC.csv,4.320844,4.56897,5.727398,5.5780725,3.7781608,5.957024,8.958406,4.3855066,3.2814398,3.5784974,4.986817,3.626753,6.771434,4.7146807,4.013641,6.3551464,4.0585804,4.629136,4
17,107-MFCC.csv,5.5215507,4.0922384,4.3794937,5.059829,3.416705,6.7162237,8.3526325,3.9631696,2.7877648,3.7378018,5.7846427,2.1719956,5.4949117,4.533128,3.3131282,6.529069,5.0487723,4.4079857,2
18,108-MFCC.csv,5.640078,4.172059,4.217767,5.095492,3.4452658,6.717759,8.409701,4.178807,3.0175903,3.7702816,5.6111636,2.217818,5.5557203,4.603543,3.1727626,6.3594165,4.700898,4.567384,2
