Filename,Encoded_1,Encoded_2,Encoded_3,Encoded_4,Encoded_5
32-MFCC.csv,48.73649,-14.590402,17.055733,-5.2464366,2.2726817
33-MFCC.csv,22.534443,-24.720493,16.44243,-3.777349,15.424129
34-MFCC.csv,22.592617,19.652853,15.080758,20.096031,15.64929
35-MFCC.csv,-8.198356,-21.127209,-4.793104,20.733683,14.318532
36-MFCC.csv,12.797627,0.8894847,-0.8233027,-18.191545,-6.956538
37-MFCC.csv,0.11052793,5.099106,11.673296,11.32378,-3.9886866
38-MFCC.csv,-4.281297,-22.199266,0.12974796,-25.938145,13.830446
39-MFCC.csv,8.305468,-3.6964383,22.140024,-9.990429,9.185114
40-MFCC.csv,41.46989,-20.535252,-11.753937,-33.783817,-6.3674664
41-MFCC.csv,11.223725,-5.2416883,25.418852,-9.923383,4.352421
42-MFCC.csv,4.0602484,-11.029176,27.33441,20.129122,24.60282
43-MFCC.csv,9.345794,-9.984955,21.869501,-7.1768646,-5.530053
44-MFCC.csv,27.072384,19.947876,28.960604,10.566428,-21.48165
45-MFCC.csv,-9.150256,5.2815833,-3.058336,29.298094,9.066544
46-MFCC.csv,-19.07655,3.0256512,-24.572014,3.8274179,1.2822096
47-MFCC.csv,3.5292895,1.0908084,17.134918,-27.02384,-14.642857
48-MFCC.csv,10.00343,-11.639166,14.397272,7.4277263,-3.2195425
49-MFCC.csv,6.2641325,1.7392384,18.485231,-7.122159,-0.6997627
50-MFCC.csv,6.036578,-6.845136,-32.295593,11.642403,-26.941286
51-MFCC.csv,-29.468243,24.350222,-41.521442,11.038711,-17.062315
52-MFCC.csv,4.867759,11.356236,17.20331,-21.387123,6.6053524
53-MFCC.csv,0.0504947,16.187906,20.401955,-1.6300884,-6.7350264
54-MFCC.csv,3.4646428,0.21187891,14.137212,6.1503587,1.3103392
55-MFCC.csv,-10.032889,-0.19632109,29.17477,28.203318,2.0571554
56-MFCC.csv,23.462864,-12.654024,19.141592,-12.990046,2.0486276
57-MFCC.csv,3.6065652,-1.5426997,7.3498235,18.94437,-12.730471
58-MFCC.csv,-6.3822956,0.9712714,8.059144,11.82765,-12.147667
59-MFCC.csv,-31.385353,18.667236,-37.776615,27.393627,0.31232604
60-MFCC.csv,3.2949965,7.7922063,-6.699927,-26.266273,-5.641243
61-MFCC.csv,-33.463005,9.986617,4.332719,27.44094,10.179253
62-MFCC.csv,21.17296,-4.9151316,20.309605,-6.1742034,1.4865955
63-MFCC.csv,-30.399307,-12.142966,-43.306812,3.5034251,-1.7728766
64-MFCC.csv,-11.442573,4.4133897,15.321028,-11.398098,-1.467219
65-MFCC.csv,13.326903,-19.707401,1.7303768,14.184721,2.3293843
66-MFCC.csv,14.751797,-3.3212056,-46.875134,-1.0797931,-0.17087021
67-MFCC.csv,-3.256849,25.914042,-49.01254,34.64183,28.318018
68-MFCC.csv,1.0841911,1.5023113,19.396868,9.445737,1.5127527
69-MFCC.csv,-14.731095,13.963905,16.587492,2.0483851,-7.032195
70-MFCC.csv,4.335566,4.9670606,14.50878,-15.11173,-4.349348
71-MFCC.csv,-18.185844,0.73450685,-7.02254,-11.622765,-0.12798467
72-MFCC.csv,19.449305,-20.716736,16.23165,10.906908,14.005943
73-MFCC.csv,5.8795753,1.7760501,20.772343,-25.784958,-0.71480286
74-MFCC.csv,30.531666,20.656998,9.819522,-1.4784595,-9.395863
75-MFCC.csv,-6.914425,-17.18476,-25.81264,34.10344,23.765448
76-MFCC.csv,-7.2183046,0.7611604,30.678595,-2.922608,-0.9575809
77-MFCC.csv,20.892427,-10.333644,18.769125,-5.899675,14.041992
78-MFCC.csv,-1.6562784,24.411669,18.241282,-1.6020638,-16.521307
79-MFCC.csv,21.608791,-3.4424868,14.878178,-29.995335,0.5629941
80-MFCC.csv,12.928458,-23.504665,-38.788692,-4.030389,-5.235604
81-MFCC.csv,14.207646,-18.19665,-24.091717,30.507236,8.374019
82-MFCC.csv,24.492025,-11.092018,-39.825466,-18.734175,4.2365446
83-MFCC.csv,10.283351,5.531981,-33.173603,8.339996,-13.620928
84-MFCC.csv,-16.150362,2.1791444,-40.25979,13.382074,-18.096846
85-MFCC.csv,7.342388,-7.49335,23.854107,-1.9821211,9.070487
86-MFCC.csv,-7.333545,16.034111,13.2828665,8.130754,-16.74866
87-MFCC.csv,-15.903951,-18.105087,-9.979674,39.09314,9.7942505
88-MFCC.csv,3.499847,6.115853,27.79589,24.637524,0.491364
89-MFCC.csv,-5.303304,4.6206255,28.443928,-2.448487,-4.664117
90-MFCC.csv,-13.710632,-3.38497,-15.228407,50.040813,6.6053514
91-MFCC.csv,9.60564,-6.8273225,15.376188,-3.2684934,11.967447
92-MFCC.csv,-12.228509,6.023498,-3.7711911,17.29581,-6.14233
93-MFCC.csv,-6.9311914,11.310997,-34.32034,-4.138498,-26.520985
94-MFCC.csv,2.2930095,-4.663256,4.47442,-0.67645264,17.439882
95-MFCC.csv,1.3996837,-28.297132,-17.939333,22.287067,13.898214
96-MFCC.csv,-20.996332,-29.086575,-36.69846,6.3697453,-5.3109384
97-MFCC.csv,-25.847008,-11.607087,-35.239246,-1.1032299,-10.169143
98-MFCC.csv,1.4751936,23.084515,-5.163504,-12.228684,-32.66427
99-MFCC.csv,14.067348,-6.6080594,27.748363,-21.40815,3.0105433
